CDIddGO;GTIN;DESCRIO;UN.;PR. ATUAL;ESTQ. DISP.;PRE�O EFETIVO;FIG.ICMS/ICMS-ST;FIG.PIS/COFINS;NCM;
100;;ABACATE MANTEIGA KG;KG;18,9;-5,51;5;40;18;08044000;
12441;7896393402681;ABACAXI CALDA GOS TOZZO 820G;UN;23,19;0;0;17;1;20082010;
2376;7896536500168;ABACAXI CALDA SCHRAMM 825G RODELA;UN;9,4;-3;16,1167;17;1;20082010;
6107;7896434920174;ABACAXI CALDA TRIANGULO MINEIRO 820G RODELA;UN;16,99;0;11,49;17;1;20082010;
101;;ABACAXI UND;UN;12,9;-19;9;40;18;08043000;
102;;ABOBRINHA KG;KG;6,49;-12,995;0;40;18;07099300;
5745;7899441526360;ABRACADEIRA SO QUALIDADE NYLON;UN;18,99;0;11,8;17;1;39269090;
6861;7908348202243;ABRACADEIRA STARTTOOLS NYLON 100 UND;UN;13,99;0;0;17;1;39269090;
12298;7506339394603;ABSORVENTE ALWAYS 8 ABSORVENTES;UN;11,29;-1;0;17;1;96190000;
12299;7500435127240;ABSORVENTE ALWAYS 8 ABSORVENTES CONTROL DE OLORES COM ABAS;UN;5,99;-1;0;17;1;96190000;
12300;7500435127271;ABSORVENTE ALWAYS 8 ABSORVENTES CONTROL DE OLORES SEM ABAS;UN;5,59;0;0;17;1;96190000;
3451;7896012880531;ABSORVENTE BIGFRAL PLUS POS PARTO 20 UND;UN;24,99;0;18,11;17;1;96190000;
3380;7891010576509;ABSORVENTE CAREFREE PROTETOR DIARIO 80 UND;UN;26,99;0;0;17;1;96190000;
12301;7891010087807;ABSORVENTE CAREFREE PROTETOR SEM FRAGANCIA DIARIO 15 UND;UN;11,69;0;0;17;1;96190000;
3408;7898095297923;ABSORVENTE COTTON SECA COM ABAS 8 UND;UN;4,99;0;0;17;1;96190000;
5118;7898095297930;ABSORVENTE COTTON SUAVE SEM ABAS 8 UND;UN;4,99;0;0;17;1;96190000;
5759;7896007550463;ABSORVENTE INTIMUS CUIDADO AVANCADO 15 UND;UN;9,99;6;6,48;17;1;96190000;
3416;7896007542864;ABSORVENTE INTIMUS INTERNO MEDIO 16 UND;UN;22,99;0;13,32;17;1;96190000;
3411;7896007541867;ABSORVENTE INTIMUS INTERNO MEDIO 8 UND;UN;14,99;4;7,345;17;1;96190000;
3415;7896007542857;ABSORVENTE INTIMUS INTERNO MINI 16 UND;UN;22,99;0;13,32;17;1;96190000;
3410;7896007541850;ABSORVENTE INTIMUS INTERNO MINI 8 UND;UN;14,99;4;7,345;17;1;96190000;
3417;7896007542871;ABSORVENTE INTIMUS INTERNO SUPER 16 UND;UN;22,99;0;13,32;17;1;96190000;
3412;7896007541874;ABSORVENTE INTIMUS INTERNO SUPER 8 UND;UN;14,99;3;7,345;17;1;96190000;
3420;7896007550814;ABSORVENTE INTIMUS NOITE E DIA EXTRA SUAVE COM ABAS 16 UND;UN;26,99;0;18,122;17;1;96190000;
5076;7896007550883;ABSORVENTE INTIMUS NOTURNO EXTRA SUAVE COM ABAS 16 UND;UN;29,99;4;15,47;17;1;96190000;
5078;7896007550890;ABSORVENTE INTIMUS NOTURNO EXTRA SUAVE COM ABAS 30 UND;UN;27,99;4;18,0675;17;1;96190000;
5117;7896007540662;ABSORVENTE INTIMUS NOTURNO EXTRA SUAVE COM ABAS 8 UND;UN;11,99;-1;7,48;17;1;96190000;
5116;7896007542437;ABSORVENTE INTIMUS NOTURNO SECA COM ABAS 8 UND;UN;11,99;0;4,8958;17;1;96190000;
5077;7896007550906;ABSORVENTE INTIMUS NOTURNO SECO COM ABAS 30 UND;UN;29,99;0;18,335;17;1;96190000;
3386;7896007552924;ABSORVENTE INTIMUS PROTETOR DIARIO 15 UND;UN;8,99;6;6,48;17;1;96190000;
13400;7896007540259;ABSORVENTE INTIMUS PROTETOR DIARIO 15 UND INDICADOR TROCA;UN;9,19;6;6,48;17;1;96190000;
3388;7896007550548;ABSORVENTE INTIMUS PROTETOR DIARIO 40 UND ANTIBACTERIANA;UN;17,5;0;8,5344;17;1;96190000;
3389;7896007542482;ABSORVENTE INTIMUS PROTETOR DIARIO 40 UND CUIDADO;UN;17,5;0;11,5708;17;1;96190000;
7808;7896007552931;ABSORVENTE INTIMUS PROTETOR DIARIO 40 UND INDICADOR TROCA;UN;17,5;0;11,5708;17;1;96190000;
3390;7896007548101;ABSORVENTE INTIMUS PROTETOR DIARIO 40 UND ULTRA FLEXIVEL;UN;17,5;0;0;17;1;96190000;
3424;7896007545094;ABSORVENTE INTIMUS TRIPLA PROTECAO EXTRA SUAVE COM ABAS 16 UND;UN;10,99;4;7,45;17;1;96190000;
3422;7896007544042;ABSORVENTE INTIMUS TRIPLA PROTECAO EXTRA SUAVE COM ABAS 32 UND;UN;21,99;3;14,5067;17;1;96190000;
3425;7896007540617;ABSORVENTE INTIMUS TRIPLA PROTECAO EXTRA SUAVE COM ABAS 8 UND;UN;7,99;9;4,1417;17;1;96190000;
3428;7896007540600;ABSORVENTE INTIMUS TRIPLA PROTECAO EXTRA SUAVE SEM ABAS 8 UND;UN;7,99;-1;3,9108;17;1;96190000;
3423;7896007545100;ABSORVENTE INTIMUS TRIPLA PROTECAO SECA COM ABAS 16 UND;UN;10,99;8;7,49;17;1;96190000;
3421;7896007544059;ABSORVENTE INTIMUS TRIPLA PROTECAO SECA COM ABAS 32 UND;UN;21,99;2;12,74;17;1;96190000;
3426;7896007540631;ABSORVENTE INTIMUS TRIPLA PROTECAO SECA COM ABAS 8 UND;UN;7,99;0;3,19;17;1;96190000;
3427;7896007540624;ABSORVENTE INTIMUS TRIPLA PROTECAO SECA SEM ABAS 8 UND;UN;7,99;0;0;17;1;96190000;
13405;7896104993903;ABSORVENTE MILI DIA E NOITE COM ABAS 16 UN;UN;8,99;21;6,1196;17;1;96190000;
4853;7896104993880;ABSORVENTE MILI NOTURNO SUAVE COM ABAS 16 UND;UN;10,99;17;7,7579;17;1;96190000;
12281;7896104991510;ABSORVENTE MILI NOTURNO ULTRA SUAVE COM ABAS 16 UND;UN;11,69;-3;0;17;1;96190000;
12118;7896104991473;ABSORVENTE MILI NOTURNO ULTRA SUAVE COM ABAS 32 UND;UN;24,99;-5;16,2744;17;1;96190000;
3404;7896104993835;ABSORVENTE MILI PROTECAO SUAVE COM ABAS 16 UND;UN;6,99;19;4,3388;17;1;96190000;
3406;7896104992494;ABSORVENTE MILI PROTECAO SUAVE COM ABAS 32 UND;UN;16,5;0;8,535;17;1;96190000;
3391;7896104996492;ABSORVENTE MILI PROTETOR DIARIO 15 UND;UN;4,5;-1;2,7888;17;1;96190000;
3392;7896104996485;ABSORVENTE MILI PROTETOR DIARIO 40 UND;UN;10,99;10;7,0908;17;1;96190000;
3393;7896104992753;ABSORVENTE MILI PROTETOR DIARIO 80 UND;UN;20,5;0;13,5756;17;1;96190000;
10259;7896064487313;ABSORVENTE NATURALMENTE DAILY 24 UND COM ABAS LP;UN;9,99;0;6,62;17;1;96190000;
4513;7896064444101;ABSORVENTE NATURALMENTE DAILY 48 UND;UN;10,5;-1;8,35;17;1;96190000;
10300;7896007553303;ABSORVENTE POISE 8 UND DISCRETO ESCAPE URINA;UN;8,5;0;5,72;17;1;96190000;
3419;7891010793463;ABSORVENTE SEMPRE LIVRE ADAPT SUAVE COM ABAS 16 UND;UN;11,99;-5;6,69;17;1;96190000;
6324;7891010254155;ABSORVENTE SEMPRE LIVRE ADAPT SUAVE COM ABAS 32 UND;UN;19,99;-1;12,6275;17;1;96190000;
4559;7891010503024;ABSORVENTE SEMPRE LIVRE ADAPT SUAVE COM ABAS 8 UND;UN;5,99;0;4,12;17;1;96190000;
10718;7891010973483;ABSORVENTE SEMPRE LIVRE ADAPT SUAVE COM ABAS 8 UND LP;UN;5,99;-6;3,38;17;1;96190000;
4560;7891010503031;ABSORVENTE SEMPRE LIVRE ADAPT SUAVE SEM ABAS 8 UND;UN;5,99;-1;3,8717;17;1;96190000;
12915;7891010579616;ABSORVENTE SEMPRE LIVRE CONFORTO NOTURNO COM ABAS 16UN;UN;15,99;-1;0;17;1;96190000;
13016;7891010886547;ABSORVENTE SEMPRE LIVRE INTERNO 10UN;UN;15,55;0;0;17;1;96190000;
3418;7891010607135;ABSORVENTE SEMPRE LIVRE NOITE E DIA SUAVE COM ABAS 16 UND;UN;24,5;0;15,5293;17;1;96190000;
12916;7891010704780;ABSORVENTE SEMPRE LIVRE SUAVE 32 UN;UN;27,49;0;0;17;1;96190000;
3450;7898172340092;ABSORVENTE SEVEN POS PARTO 20 UND;UN;19,99;0;12,98;17;1;96190000;
12353;7896110010779;ABSORVENTE SYM 8 UND;UN;4,29;-1;0;17;1;96190000;
13478;7896110003863;ABSORVENTE SYM 8 UND C/ ABAS SECAS;UN;3,19;12;2,5192;17;1;96190000;
13284;7896110002248;ABSORVENTE SYM 8 UND COM ABAS;UN;4,29;-3;0;17;1;96190000;
13330;7891010009618;ABSORVENTE SYM PROTECT DIA E NOITE SUAVE 40UND;UN;19,99;5;13,484;17;1;96190000;
3400;7896110094625;ABSORVENTE SYM PROTECT DIA E NOITE SUAVE COM ABAS 16 UND;UN;11,99;0;0;17;1;96190000;
3402;7896110010748;ABSORVENTE SYM PROTECT DIA E NOITE SUAVE COM ABAS 30 UND;UN;19,99;0;0;17;1;96190000;
11756;7896110003740;ABSORVENTE SYM PROTECT DIA E NOITE SUAVE COM ABAS 8 UND;UN;0;0;4,26;17;1;96190000;
3398;7896110008363;ABSORVENTE SYM PROTECT SECA COM ABAS 16 UND;UN;7,99;0;0;17;1;96190000;
3397;7896110008042;ABSORVENTE SYM PROTECT SUAVE COM ABAS 16 UND;UN;7,99;0;0;17;1;96190000;
3241;7898650371167;ACAFRAO PO IDEAL 30G;UN;5,99;0;3,95;17;1;09103000;
2199;7898072142086;ACAFRAO TERRA PO NONA ROSA 30G;UN;4,99;4;2,865;17;1;09103000;
3974;7896549303015;ACAI DIELO 190G GUARANA GRANOLA;UN;13,9;0;10,3;17;1;21069090;
3980;7896549303022;ACAI DIELO 190G GUARANA LEITE EM PO;UN;13,9;0;10,3;17;1;21069090;
3969;7896549303046;ACAI DIELO 1L GUARANA;UN;32,9;0;21,535;17;1;21069090;
3966;7896549303060;ACAI DIELO 1L TRUFADO LEITINHO;UN;42,9;0;27,71;17;1;21050010;
9714;7896549303572;ACAI DIELO 200G KIDS CONFEITO CHOCOLATE;UN;13,9;0;10,3;17;1;21069090;
3971;7896549302834;ACAI DIELO 2L GUARANA;UN;46,9;0;34,74;17;1;21069090;
5589;7896549303350;ACAI DIELO 350ML CREME AVELA;UN;14,9;0;8,9433;17;1;21050010;
5590;7896549303367;ACAI DIELO 350ML LEITINHO;UN;20,9;0;13,5;17;1;21050010;
12053;7896549303626;ACAI DIELO 67G LEITINHO MINI;UN;13,9;0;0;17;1;21050010;
10026;7897561351565;ACAI ITALIANA 130G LEITINHO;UN;7;26;4,375;17;1;21069090;
4010;7897561351275;ACAI ITALIANA 1L GELATO;UN;31;0;21,35;17;1;08119000;
4011;7897561351268;ACAI ITALIANA 500ML GELATO;UN;28;0;16,7;17;1;21069090;
141;;ACELGA UND;UN;5,99;-7;0;40;18;07099990;
13576;7898996646103;ACENDEDOR BELA VISTA;UN;2,49;0;0;17;1;96138000;
11033;7899611120558;ACENDEDOR CARVAO STARLUX 6 UND;UN;4,99;0;4,1908;17;1;34060000;
13402;7898960419597;ACENDEDOR CARVAO SUPER VALE 450G;UN;8,19;-1;0;17;1;34060000;
13401;7898910095307;ACENDEDOR CARVAO TUPI 425G;UN;9,49;-1;0;17;1;34060000;
8685;7501843503480;ACENDEDOR GAS BIC EZ RECH;UN;15,5;0;0;17;1;96138000;
10371;7898409910517;ACENDEDOR LUME FOGAO;UN;17,99;0;10,9225;17;1;96138000;
6139;7896060506025;ACHOCOLATADO CHOCO LEITE 200ML;UN;5,49;8;3,7225;17;14;22029900;
10501;7896060506483;ACHOCOLATADO CHOCO LEITE 208ML;UN;3,5;-1;0;17;14;22029900;
4098;7896060506155;ACHOCOLATADO CHOCO LEITE 260ML;UN;4,99;-1;3,7467;17;14;22029900;
9734;7896060530167;ACHOCOLATADO CHOCO LEITE 350GR PO;UN;8,99;0;5,9683;17;1;18069000;
4095;7896060506094;ACHOCOLATADO CHOCO LEITE 460ML;UN;7,99;0;4,8633;17;14;22029900;
4096;7896060506070;ACHOCOLATADO CHOCO LEITE 880ML;UN;9,99;0;7,0025;17;14;22029900;
5038;7896275970055;ACHOCOLATADO FRIMESA 1L;UN;6,99;0;0;17;14;22029900;
4091;7896275960131;ACHOCOLATADO FRIMESA 200ML FRIMINHO;UN;1,8;0;1;17;14;22029900;
4092;7891030003016;ACHOCOLATADO MOCOCA 200ML MOCOQUINHA;UN;1,5;0;0;17;14;22029900;
4090;7898215151807;ACHOCOLATADO PIRACANJUBA 200ML PIRAKIDS;UN;1,99;0;1,1524;17;14;22029900;
2345;7896327501060;ACHOCOLATADO PO APTI 400G SACHE INSTANTANEO;UN;6,99;18;4,863;17;1;18069000;
12674;7896327515609;ACHOCOLATADO PO APTI 500G SACHE INSTANTANEO;UN;11,89;12;8,35;17;1;18069000;
2343;7896492700213;ACHOCOLATADO PO DE CASA 1,01KG SACHE INSTANTANEO;UN;10,99;0;0;17;1;18069000;
2342;7896492700121;ACHOCOLATADO PO DE CASA 1.01KG SACHE VITAMINADO;UN;11,99;0;8,2;17;1;18069000;
2344;7908628600004;ACHOCOLATADO PO DE CASA 400G SACHE INSTANTANEO;UN;4,5;0;3,12;17;1;18069000;
7821;7891000379585;ACHOCOLATADO PO NESCAU NESTLE 200G LATA;UN;7,99;0;4,55;17;1;18069000;
2328;7891000379691;ACHOCOLATADO PO NESCAU NESTLE 350G LATA;UN;8,99;-80;7,99;17;1;18069000;
4847;7891000352175;ACHOCOLATADO PO NESCAU NESTLE 370G LATA ANTIGO;UN;9,99;0;0;17;1;18069000;
8761;7891000394847;ACHOCOLATADO PO NESCAU NESTLE 370G LATA LP;UN;9,99;0;6,9742;17;1;18069000;
6744;7891000338087;ACHOCOLATADO PO NESCAU NESTLE 550G SACHE;UN;17,49;0;1,0489;17;1;18069000;
2329;7892840819507;ACHOCOLATADO PO TODDY 370G LATA;UN;11,59;-1;6,69;17;1;18069000;
8922;7896045104147;ACHOCOLATADO PO TRES CORACOES 560G SACHE;UN;11,99;0;7,9675;17;1;18069000;
6979;7896224836098;ACHOCOLATADO PO TRES CORACOES 700G SACHE;UN;15,5;0;13,64;17;1;18069000;
3326;7896045109807;ACHOCOLATADO PO TRES CORACOES 750G SACHE LP;UN;14,5;0;0;17;1;18069000;
4097;7896256602005;ACHOCOLATADO TIROL 1L;UN;9,99;17;6,0479;17;14;22029900;
11871;7896256602104;ACHOCOLATADO TIROL 1L SHOWKINHO;UN;6,99;4;3,75;17;14;22029900;
11226;7896256604542;ACHOCOLATADO TIROL 1L ZERO;UN;9,99;3;6,3;17;1;22029900;
11107;7896256602111;ACHOCOLATADO TIROL 200ML SHOWKINHO;UN;1,8;-2;0,99;17;14;22029900;
4087;7896256600605;ACHOCOLATADO TIROL KIDS 200ML;UN;1,99;127;1,4065;17;14;22029900;
4088;7896256604672;ACHOCOLATADO TIROL KIDS 200ML ZERO LACTOSE;UN;2,5;12;1,5;17;14;22029900;
4089;7894321722016;ACHOCOLATADO TODDYNHO 200ML;UN;3,99;-8;2,1996;17;14;22029900;
5687;7894321242521;ACHOCOLATADO TODDYNHO 200ML LEVINHO;UN;3,99;0;1,9344;17;14;22029900;
11964;7891025117797;ACTIVIA CAFE DA MANHA 170G AMARANTO MAMAO;UN;7,99;0;5,085;17;14;04039000;
11963;7891025117742;ACTIVIA CAFE DA MANHA 170G MORANGO BANANA LINHACA;UN;7,99;0;5,085;17;14;04039000;
1869;7896508200119;ACUCAR ALTO ALEGRE 1KG DEMERARA;UN;7,49;0;4,99;12;29;17011400;
1870;7896508200034;ACUCAR ALTO ALEGRE 1KG REFINADO;UN;5,99;-32;3,99;12;29;17019900;
1871;7896508200027;ACUCAR ALTO ALEGRE 2KG CRISTAL;UN;10,99;-2;7,58;12;29;17019900;
4570;7896508200010;ACUCAR ALTO ALEGRE 5KG CRISTAL;UN;20,49;-3;18,95;12;29;17019900;
1000;7896508200041;ACUCAR ALTO ALEGRE 5KG REFINADO;UN;24,9;-45;19,8917;12;29;17019900;
6655;7896423990676;ACUCAR BAUNILHA CAROL 40G;UN;2,99;0;2,185;17;1;17019100;
3238;7898650371198;ACUCAR BAUNILHA IDEAL 40G;UN;3,49;-1;2,2992;17;1;17019100;
3263;7898650372348;ACUCAR BAUNILHA IDEAL 60G;UN;2,99;0;1,86;17;1;17019100;
3295;7898072141218;ACUCAR BAUNILHA NONA ROSA 100G;UN;2,5;-1;1,7567;17;1;17019100;
6763;7898072140488;ACUCAR BAUNILHA NONA ROSA 40G;UN;2,99;4;2,0417;17;1;17019100;
12891;7896327510260;ACUCAR BAUNILHAAPTI 100G;UN;2,29;-4;0;17;1;17019100;
6722;7896894900013;ACUCAR CARAVELAS 1KG REFINADO;UN;5,99;-1;0;12;29;17019900;
11577;7896894900037;ACUCAR CARAVELAS 5KG REFINADO;UN;22,99;-1;0;12;29;17019900;
11993;7896534405076;ACUCAR DA CADA 5KG REFINADO;UN;21,99;0;0;12;29;17019900;
1866;7896181700234;ACUCAR DACOLONIA 500G MASCAVO;UN;9,99;0;6,5817;12;29;17011400;
4912;7908628600073;ACUCAR DE CASA 1KG MASCAVO;UN;10;0;10;12;29;17011400;
12904;7891910020065;ACUCAR DEMERARA UNIAO 1KG;UN;8,99;-1;0;12;29;17011400;
12204;7898945882095;ACUCAR DOCESUCAR 1KG REFINADO;UN;6,49;0;0;12;29;17019900;
2136;7898945882071;ACUCAR DOCESUCAR 5KG CRISTAL;UN;23,99;0;17,65;12;29;17019900;
4643;7898945882088;ACUCAR DOCESUCAR 5KG REFINADO;UN;19,9;-26;0;12;29;17019900;
10518;7891959004415;ACUCAR DUCULA 1KG REFINADO;UN;5,99;0;0;12;29;17019900;
1001;7891959004439;ACUCAR DUCULA 5KG REFINADO;UN;23,99;0;0;12;29;17019900;
13612;7898994142331;ACUCAR EUROCUCAR 5KG CRISTAL;UN;19,9;0;0;12;29;17019900;
12243;7896534402938;ACUCAR GLOBO 5KG CRISTAL;UN;19,9;-1;0;12;29;17019900;
11956;7896109801005;ACUCAR GUARANI 1KG REFINADO;UN;5,49;-5;0;12;29;17019900;
1868;7896533600090;ACUCAR MALETTI 1KG MASCAVO;UN;23,99;0;0;17;29;17019900;
3305;7898072140518;ACUCAR NONA ROSA 50G COLORIDO;UN;2,5;0;1,5283;17;1;17019100;
3307;7898940926541;ACUCAR NUTRIOURO 40G COLORIDO;UN;2,5;0;0;17;1;17019100;
1872;7891910007110;ACUCAR UNIAO 500G GLACUCAR;UN;5,5;0;3,6383;12;29;17019900;
1867;7896063243224;ACUCAR VITAO 500G MASCAVO;UN;8,5;0;0;17;29;17019900;
11695;7898678073944;ACUCAREIRO EXTANG ALUMINIO POLIDO;UN;19,99;0;0;17;1;39241000;
8468;7898501310802;ADAPTADOR EPROS 20MM 1 UND SOLDAVEL;UN;2,99;0;1,23;12;1;39174090;
6005;7898233104946;ADAPTADOR ZANETTI 200MM;UN;5;0;1,11;12;1;39174090;
11419;7894900087505;ADES AVEIA 1L;UN;7,99;0;5,75;17;1;22029900;
12479;7894900087123;ADES SOJA E SUCO DE UVA 1 LT;UN;8,69;-1;0;17;1;22029900;
10352;7898472261776;ADESIVO EPOXI TEK BOND 16G ARALDITE;UN;21,99;0;14,6386;17;1;35061090;
4694;7897217334454;ADITIVO STARLUX 1L RADIADOR;UN;11,99;0;0;17;1;38249941;
5167;7891104393104;ADOCANTE ADOCYL 100ML;UN;4,99;-2;2,9917;17;1;21069090;
2393;7891104393067;ADOCANTE ADOCYL 200ML;UN;9,39;-1;5,2758;17;1;21069090;
2394;7896094906020;ADOCANTE ADOCYL 80ML STEVIA;UN;7,99;0;5,6;17;1;21069090;
2395;7896292001442;ADOCANTE MAGRO 100ML STEVIA;UN;6,99;0;0;17;1;21069090;
2397;7896292005792;ADOCANTE MAGRO 60ML STEVIA;UN;17,5;0;11,49;17;1;21069090;
2396;7896292001497;ADOCANTE MAGRO 80ML SUCRALOSE;UN;10,5;0;0;17;1;21069090;
2392;7896094919853;ADOCANTE PO ZEROCAL 50UND 30UND;UN;7,99;0;0;17;1;21069090;
2391;7896094910904;ADOCANTE ZEROCAL 100ML;UN;9,29;12;6,3242;17;1;21069090;
2390;7896094910959;ADOCANTE ZEROCAL 200ML;UN;14,29;0;8,6433;17;1;21069090;
4987;7896391700260;AGNOLINE DA BOA 500G CARNE;UN;14,99;0;9,95;17;22;19022000;
4986;7896391700277;AGNOLINE DA BOA 500G FRANGO;UN;14,99;0;9,95;17;22;19022000;
9632;7898118800208;AGNOLINE JOAO DAS MASSAS 300G CARNE;UN;16,5;0;9,9;17;22;19022000;
6641;7898118800079;AGNOLINE JOAO MASSAS 400G FRANGO;UN;16,5;-3;10,3;17;22;19022000;
11288;7898651900731;AGNOLINE MAMMA LUCIA 400G;UN;17,99;0;11,99;17;22;19022000;
11721;7898921851602;AGNOLINE MILA 400G CARNE;UN;17,99;0;12;17;22;19022000;
5586;7898921851398;AGNOLINE MILA 400G FRANGO;UN;14,99;0;9;17;22;19022000;
142;;AGRIAO UND;UN;5,29;0;0;40;18;07099990;
10269;7898085940136;AGUA COLONIA DAVENE 200ML EXTRATO AVEIA;UN;17,99;-1;11,22;25;7;33030020;
12461;7894900521504;AGUA CRYSTAL SABORES 510ML FRUTAS VERMELHAS;UN;4,69;-1;0;17;23;22011000;
10509;7896931615597;AGUA DE COCO CAMPO LARGO 200ML;UN;4,5;0;0;17;1;20098921;
10508;7896931614941;AGUA DE COCO CAMPO LARGO 250ML;UN;5,99;0;0;17;1;20098921;
10514;7896931614910;AGUA DE COCO CAMPO LARGO 900ML;UN;14,99;0;0;17;1;20098921;
5350;7898914221887;AGUA DE COCO DIKOKO 1L;UN;14,99;0;9,95;17;1;20098921;
7892;7898914221894;AGUA DE COCO DIKOKO 200ML;UN;3,79;0;2,5;17;1;20098921;
5352;7896016605000;AGUA DE COCO DUCOCO 1L;UN;12,99;0;8,75;17;1;20098921;
8764;7896016608766;AGUA DE COCO DUCOCO 1L TAMPA;UN;13,99;0;7,63;17;1;20098921;
5732;7896016601972;AGUA DE COCO DUCOCO 200ML;UN;3,99;0;2,39;17;1;20098921;
6930;7898902230693;AGUA DE COCO ITAPOA 1L;UN;9,99;0;0;17;1;20098921;
9600;7896828000017;AGUA DE COCO KERO COCO 200ML;UN;3,99;-17;2,193;17;1;20098921;
6561;7896004401843;AGUA DE COCO MAIS COCO 1L;UN;8,99;0;5,99;17;1;20098921;
7051;7896004401836;AGUA DE COCO MAIS COCO 200ML;UN;2,99;0;2,1488;17;1;20098921;
8261;7898960761023;AGUA DE COCO PURI 1L INTEGRAL;UN;20,99;2;13,99;17;1;20098990;
8260;7898960761016;AGUA DE COCO PURI 300ML INTEGRAL;UN;7,5;2;4,9;17;1;20098990;
13068;7896000593672;AGUA DE COCO PURO COCO 1L;UN;12,99;-3;0;17;1;20098921;
6825;751320708991;AGUA DE COCO QUADRADO 200ML MARACUJA;UN;2,5;0;1,39;17;1;20098921;
6824;751320708984;AGUA DE COCO QUADRADO 200ML MELANCIA;UN;2,5;0;1,39;17;1;20098921;
6826;751320388865;AGUA DE COCO QUADRADO 200ML MORANGO;UN;2,5;0;1,39;17;1;20098921;
6827;751320333650;AGUA DE COCO QUADRADO 200ML TRADICIONAL;UN;2,5;0;1,49;17;1;20098921;
9153;7896004401409;AGUA DE COCO SOCOCO 1L INTEGRAL;UN;14,99;0;9,89;17;1;20098921;
6565;7896004402116;AGUA DE COCO SOCOCO 200ML FRUTAS VERMELHAS;UN;1;0;1,82;17;1;20098921;
6567;7896004401652;AGUA DE COCO SOCOCO 200ML MARACUJA;UN;1;0;1,82;17;1;20098921;
6566;7896004402109;AGUA DE COCO SOCOCO 200ML MELANCIA;UN;1;0;1,82;17;1;20098921;
6568;7896004401041;AGUA DE COCO SOCOCO 200ML TANGERINA;UN;1;0;1,82;17;1;20098921;
6564;7896004402093;AGUA DE COCO SOCOCO 200ML UVA;UN;1;0;1,82;17;1;20098921;
5351;7898914221900;AGUA DE COCO SUPER 1L;UN;9,99;0;4,99;17;1;20098921;
9365;7898648021838;AGUA DE COCO VITCOCO 1L;UN;12,99;0;8,47;17;1;20098921;
2995;7898211383561;AGUA MICELAR KERATEX 350ML;UN;16,99;0;0;17;1;34013000;
2992;7899706126335;AGUA MICELAR LOREAL 200ML;UN;39,99;0;0;25;7;34013000;
2994;4005900359261;AGUA MICELAR NIVEA 200ML 7 EM 1;UN;32,29;0;22,542;17;7;34013000;
2993;4005900662019;AGUA MICELAR NIVEA 200ML MATE;UN;32,29;0;22,542;25;7;34013000;
12065;7898954424057;AGUA MINERAL ARMAZEM 510ML COM GAS;UN;2,5;0;0;17;23;22011000;
10489;7894900530032;AGUA MINERAL CRYSTAL 1,5L SEM GAS;UN;4,49;12;2,8283;17;8;22011000;
11715;7894900531008;AGUA MINERAL CRYSTAL 500ML COM GAS;UN;2,5;21;1,5817;17;23;22011000;
7324;7894900530001;AGUA MINERAL CRYSTAL 500ML SEM GAS;UN;2,5;19;1,495;17;8;22011000;
12463;3000000070048;AGUA MINERAL DA PEDRA 2LT COM GAS;UN;2,99;0;0;17;23;22011000;
12184;7896436100642;AGUA MINERAL DA PEDRA 500ML COM GAS;UN;2,5;0;0;17;23;22011000;
5801;7896385800457;AGUA MINERAL FLORESTA 500ML COM GAS;UN;2,5;0;0;17;23;22011000;
12039;7896385800440;AGUA MINERAL FLORESTA 500ML SEM GAS;UN;2,5;0;0;17;8;22011000;
10333;7896436103414;AGUA MINERAL FLUA 500ML COM GAS;UN;2,5;0;0,99;17;23;22011000;
10332;7896436103438;AGUA MINERAL FLUA 500ML SEM GAS;UN;2,5;0;0,89;17;8;22011000;
5535;7898912374042;AGUA MINERAL FONT LIFE 1,5L COM GAS;UN;4,49;0;0;17;23;22011000;
12101;7898912374035;AGUA MINERAL FONT LIFE 1,5L SEM GAS;UN;4,49;0;0;17;8;22011000;
5772;7896468700315;AGUA MINERAL FONTE ILHA 500ML SEM GAS;UN;1,99;0;1,1883;17;8;22011000;
9589;7898968759015;AGUA MINERAL MANBA LT 350ML COM GAS;UN;3,5;0;2,33;17;23;22011000;
6419;7898126631160;AGUA MINERAL RANDON 1,5L COM GAS;UN;4,49;0;0;17;23;22011000;
10334;7898126631115;AGUA MINERAL RANDON 1,5L SEM GAS;UN;4,49;0;0;17;8;22011000;
6395;7898126631153;AGUA MINERAL RANDON 510ML COM GAS;UN;1,99;0;0;17;23;22011000;
6396;7898126631108;AGUA MINERAL RANDON 510ML SEM GAS;UN;1,99;0;0;17;8;22011000;
6415;7898960658064;AGUA MINERAL SERRA CATARINENSE 1,5L COM GAS;UN;4,49;-11;2,49;17;23;22011000;
5752;7898960658057;AGUA MINERAL SERRA CATARINENSE 1,5L SEM GAS;UN;4,49;-13;2,09;17;8;22011000;
12190;7898960658118;AGUA MINERAL SERRA CATARINENSE 20L;UN;15;0;0;17;8;22011000;
6414;7898960658040;AGUA MINERAL SERRA CATARINENSE 510ML COM GAS;UN;1,99;-38;0;17;8;22011000;
6394;7898960658033;AGUA MINERAL SERRA CATARINENSE 510ML SEM GAS;UN;1,99;-22;0,99;17;8;22011000;
5610;7898960658095;AGUA MINERAL SERRA CATARINENSE 5L SEM GAS;UN;8,99;-2;5,69;17;8;22011000;
11305;7898409621161;AGUA MINERAL SUL BRASILEIRO 510ML COM GAS;UN;2,5;0;0;17;8;22011000;
