CDIddGO;GTIN;DESCRIO;UN.;PR. ATUAL;ESTQ. DISP.;PRE�O EFETIVO;FIG.ICMS/ICMS-ST;FIG.PIS/COFINS;NCM;
10408;7898706182020;TACA HERCOS 150ML SOBREMESA;UN;12,99;0;9,89;17;1;70134900;
10773;7891155017424;TACA NADIR 1 UND CERVEJA 300ML;UN;18,99;0;11,9;17;1;70132800;
8818;7891155000327;TACA NADIR 220ML GALLANT;UN;6,5;0;3,99;17;1;70132800;
6366;7891155006060;TACA NADIR GALLANT;UN;7,99;0;5,7333;17;1;70132800;
7649;7899712707740;TACA ZANETTI VINHO;UN;17,99;0;74,16;17;1;70132800;
3194;7898172340900;TALCO INFANTIL ANJINHO 100G AZUL;UN;11,19;0;10,91;25;7;33049100;
3195;7898172340917;TALCO INFANTIL ANJINHO 100G ROSA;UN;11,19;0;10,95;25;7;33049100;
12794;7896806700076;TALCO INFANTIL BARLA 140G;UN;11,99;-2;0;25;7;33049100;
3193;7896010172362;TALCO INFANTIL CLESS POPPY 100G;UN;14,99;0;0;25;7;33049100;
3192;7896512909190;TALCO INFANTIL GRANADO 100G;UN;12,69;0;13,26;25;7;33049100;
7263;7897984714909;TALCO INFANTIL VINILADY 200G CAMOMILA;UN;16,99;0;10,49;25;7;33049100;
7262;7897984714916;TALCO INFANTIL VINILADY 200G LAVANDA;UN;16,99;0;10,49;25;7;33049100;
12860;7891134004520;TALCO PERFUMADO ALMA DE FLORES 100G BAUNILHA;UN;16,29;0;0;25;7;33049100;
13191;7896806700069;TALCO PERFUMADO BARLO 80G;UN;7,99;-3;0;25;7;33049100;
12861;7896049504714;TALCO PERFUMADO TABU 100G;UN;12,69;-1;0;25;7;33049100;
12902;7896012800874;TALCO POMPOM 200G;UN;19,99;0;0;25;7;33049100;
12363;7898118800093;TALHARIM JOAO MASSAS 500G;UN;9,49;0;0;17;22;19021900;
8828;7896211814030;TALHER SIMONAGGIO SINTONIA MOGNO;UN;4,99;0;3,2324;17;1;82152000;
10370;7898233101044;TAMPA CONSERVA ROJEK 1 UND;UN;1,8;0;1,061;17;1;83099000;
11266;7896355700206;TAMPA PRATO MICRO ONDAS SANTANA;UN;10,99;0;9,99;17;1;39241000;
12148;7908630212080;TAPETE CHUVEIRO ORGANIZ ANTIDERRAPANTE;UN;29,99;0;16,48;17;1;39269090;
2038;6934346703926;TAPETE HIGIENICO FOFOS 14 UND;UN;29,99;0;18,35;17;1;48189090;
9737;6934346703933;TAPETE HIGIENICO FOFOS 14 UND GRANDE;UN;36,99;0;24,27;17;1;42010090;
3229;6971067408426;TAPETE HIGIENICO FOFOS 7 UND;UN;15,5;0;10,19;17;1;48189090;
4846;7898650370948;TAPIOCA IDEAL 500G MASSA;UN;6,79;0;4,5;17;1;19030000;
13583;7896655400639;TAPIOCA ROCHA 500G;UN;5,89;20;3,978;17;1;11081400;
6851;7898233101051;TE ZANETTI 20MM 1 UND;UN;5;0;85,57;12;1;39174090;
6911;7898233101013;TE ZANETTI SOLDAVEL 20MM 1 UND;UN;5;0;2,1892;12;1;39174090;
8458;7891128001702;TECLA FIXA PERLEX BRANCA 1 UND;UN;7,99;0;5,47;17;1;85365090;
11687;7899890962979;TELA PROTETORA CARAVAN REDONDO 35 CM;UN;29,99;0;0;17;1;39249000;
7135;7898072140358;TEMPERACHURRI NONA ROSA 50G;UN;8,99;0;6,18;17;1;21039029;
2200;7898072141775;TEMPERO BAIANO PO NONA ROSA 30G;UN;3,99;6;2,7067;17;1;21039029;
13201;7898072143199;TEMPERO BATATA PERFEITA NONA ROSA 25G;UN;3,99;5;2,6117;17;1;21039029;
1566;7891095605439;TEMPERO COMPLETO KITANO 300G ALHO SAL;UN;8,5;0;5,88;17;1;21039021;
1567;7891095605408;TEMPERO COMPLETO KITANO 300G PIMENTA;UN;8,5;0;5,88;17;1;21039021;
5879;7891095605323;TEMPERO COMPLETO KITANO 300G SEM PIMENTA;UN;8,5;0;5,88;17;1;21039021;
10225;7896706300765;TEMPERO COMPLETO NEILAR 250G ALHO SAL;UN;4,99;0;2,99;17;1;21039021;
10224;7896706300468;TEMPERO COMPLETO NEILAR 250G COM PIMENTA;UN;4,99;-1;2,59;17;1;21039021;
10223;7896706300475;TEMPERO COMPLETO NEILAR 250G SEM PIMENTA;UN;4,99;0;2,59;17;1;21039021;
10226;7896706300451;TEMPERO COMPLETO NEILAR 500G;UN;5,49;-1;3,49;17;1;21039021;
1574;7891132000012;TEMPERO COMPLETO RECEITA CASA 450G CASEIRO;UN;11,99;0;7,87;17;1;21039021;
1575;7891132000029;TEMPERO COMPLETO RECEITA CASA 450G PIMENTA;UN;11,99;0;7,87;17;1;21039021;
9861;7891132019052;TEMPERO COMPLETO SABOR AMI 1KG ALHO SAL;UN;17,79;0;11,71;17;1;21039021;
9859;7891132019076;TEMPERO COMPLETO SABOR AMI 1KG PIMENTA;UN;17,79;0;11,26;17;1;21039021;
9860;7891132019069;TEMPERO COMPLETO SABOR AMI 1KG SEM PIMENTA;UN;17,79;-1;11,71;17;1;21039021;
1568;7891132019021;TEMPERO COMPLETO SABOR AMI 300G ALHO SAL;UN;5,29;0;3,48;17;1;21039021;
1576;7891132019045;TEMPERO COMPLETO SABOR AMI 300G PIMENTA;UN;5,29;0;3,48;17;1;21039021;
4966;7891132019038;TEMPERO COMPLETO SABOR AMI 300G SEM PIMENTA;UN;5,29;0;3,62;17;1;21039021;
1573;7896705500050;TEMPERO COMPLETO TEMPEREX 250G PIMENTA;UN;2,99;0;0;17;1;21039021;
3248;7898650371242;TEMPERO IDEAL 20G CEBOLA ALHO SALSA;UN;2,99;0;1,99;17;1;21039029;
9907;7898650372843;TEMPERO IDEAL 20G CEBOLA ALHO SALSA BACON;UN;2,99;0;1,99;17;1;07129090;
9908;;TEMPERO IDEAL 20G CEBOLA ALHO SALSA TOMATE;UN;2,99;0;1,99;17;1;07129090;
9950;7898650372836;TEMPERO IDEAL 20G CEBOLA SALSA TOMATE;UN;2,99;0;0;17;18;21039029;
10181;7898650372959;TEMPERO IDEAL 20G LIMAO OREGANO;UN;2,99;-2;1,99;17;1;21039029;
6765;7898072141751;TEMPERO ITALIANO NONA ROSA 20G;UN;2,99;-4;1,9;17;1;25010090;
13202;7898072143182;TEMPERO LEMON PEPPER 30G;UN;4,39;6;2,85;17;1;21039029;
10959;7891000396377;TEMPERO MAGGI 50G AMACIA E TEMPERA CARNE;UN;4,49;0;2,87;17;1;35079049;
4042;7891000006689;TEMPERO MAGGI MEU SEGREDO 49G 7 VEGETAIS;UN;4,9;0;2,8253;17;1;21039021;
8374;7891000339916;TEMPERO MAGGI MEU SEGREDO 49G CHEIRO VERDE;UN;4,9;0;2,8257;17;1;21039021;
6748;7891000339954;TEMPERO MAGGI MEU SEGREDO 49G REFOGA;UN;4,9;0;2,8257;17;1;21039021;
9213;7891000340073;TEMPERO MAGGI MEU SEGREDO 49G TOMATE ERVAS;UN;4,9;0;2,8257;17;1;21039021;
10217;7896706304275;TEMPERO NEILAR 60G CREME CEBOLA;UN;4,5;-1;2,99;17;1;21041011;
7704;7898072140877;TEMPERO NONA ROSA 100G CEBOLA SALSA ALHO;UN;11,99;0;8;17;1;21039029;
7706;7898072140860;TEMPERO NONA ROSA 10G CEBOLINHA;UN;2,5;0;1,52;17;18;07129090;
7132;7898072140556;TEMPERO NONA ROSA 10G SALSA;UN;1,99;6;1,235;17;18;07129090;
3287;7898072141003;TEMPERO NONA ROSA 20G CEBOLA SALSA ALHO;UN;2,99;0;1,9;17;18;21039029;
7133;7898072141959;TEMPERO NONA ROSA 25G CASEIRO;UN;4,5;5;2,6117;17;1;21039029;
7130;7898072140396;TEMPERO NONA ROSA 35G CEBOLA SALSA ALHO;UN;7,5;0;5;17;1;21039029;
7712;7898072140037;TEMPERO NONA ROSA 500G COMPLETO;UN;3,99;30;2,7073;17;1;21039021;
11450;7898072140433;TEMPERO NONA ROSA 5KG;UN;0;0;0;17;1;21039029;
1561;7898072141201;TEMPERO NONA ROSA FINO 500G;UN;4,99;26;2,85;17;1;21039021;
3978;7891132000449;TEMPERO SAZON 60G ARROZ;UN;5,39;1147;0,16;17;1;21039021;
3965;7891132019281;TEMPERO SAZON 60G CARNES;UN;5,39;94360;0,016;17;1;21039021;
3975;7891132019724;TEMPERO SAZON 60G FEIJAO;UN;5,39;1135;0,16;17;1;21039021;
3967;7891132019274;TEMPERO SAZON 60G FRANGO;UN;5,39;0;3,84;17;1;21039021;
3976;7891132019403;TEMPERO SAZON 60G LEGUMES;UN;5,39;4575;0,08;17;1;21039021;
3977;7891132019717;TEMPERO SAZON 60G MASSAS;UN;5,39;4564;0,08;17;1;21039021;
3968;7891132001101;TEMPERO SAZON 60G SABORES NORDESTE;UN;5,39;570;0,16;17;1;21039021;
3979;7891132019731;TEMPERO SAZON 60G SALADA;UN;5,39;0;0;17;1;21039021;
3972;7891132008711;TEMPERO SAZON 60G TOQUE ALECRIM;UN;5,39;-7;3,84;17;1;21039021;
3973;7891132008698;TEMPERO SAZON 60G TOQUE ALHO;UN;5,39;1137;0,16;17;1;21039021;
3970;7891132008704;TEMPERO SAZON 60G TOQUE LIMAO;UN;5,39;-1;3,69;17;1;21039021;
12364;7891132001354;TEMPERO SAZON 900G IDEAL PARA CARNES;UN;42,99;0;0;17;1;21039021;
9193;7501035010109;TEQUILA JOSE CUERVO 750ML GOLD;UN;180;0;0;60257415;1;22086000;
9194;7501035042322;TEQUILA JOSE CUERVO 750ML SILVER;UN;180;0;0;60257415;1;22086000;
5420;7896326903940;TESOURA ESCOLAR CIS KS 95;UN;6,99;0;0;17;1;82130000;
9746;7897476655628;TESOURA ESCOLAR TRIS CLAS 60;UN;7,99;0;4,5;17;1;82130000;
9779;7891060804003;TESOURA MUNDIAL EASY CUT 8 MULTIUSO;UN;34,99;0;21,99;17;1;82130000;
5787;7899441500919;TESOURA SQ MULTIUSO;UN;20,99;0;14,42;17;1;82130000;
5050;7899441526612;TESOURA SQ PARA PELOS;UN;6,99;0;0;17;1;82130000;
11259;7891112027022;TESOURA TRAMONTINA INOX 8 MULTIUSO;UN;32,99;0;17,9833;17;1;82130000;
12725;7892231022103;TETA CHOCOLATE BELLATO 100G BANDEJA AO LEITE;UN;9,99;-4;0;17;1;18063120;
8709;7891361278169;TIGELA BIONA 500ML DONNA LOUROS;UN;14,99;0;9,46;17;1;69120000;
11265;7898502713718;TIGELA ERCA 5,2L COM TAMPA HERMETICA;UN;29,99;0;16,89;17;1;39241000;
8075;7894993987102;TIGELA MARINEX VD 2L BOWL BELLA;UN;18,99;0;11,6217;17;1;70134900;
5802;7894993987003;TIGELA MARINEX VD BOWL BELLA;UN;12,99;0;8,1033;17;1;70134900;
8397;7891155054801;TIGELA NADIR 350ML BOWL;UN;0;0;0;17;1;70134900;
6878;7891361221882;TIGELA OXFORD CERAMICA 500ML;UN;16,99;0;10,6;17;1;69120000;
4883;7898677732057;TIGELA TINTURA ISACARE;UN;7,99;0;0;17;1;39249000;
5900;7891240003165;TIGELA WHEATON VD;UN;29,99;0;18,9;17;1;70134900;
8962;7891240000461;TIGELA WHEATON VD 1.35L;UN;19,5;0;12,08;17;1;70134900;
5816;7891240024443;TIGELA WHEATON VD CEREAIS;UN;8,5;0;5,3329;17;1;70134900;
4594;7891153020310;TINTA GUACHE ACRILEX 6 CORES;UN;6,99;0;4,62;17;1;32131000;
10350;7897464702587;TINTA GUACHE STAR SCHOOL 6 CORES;UN;7,5;0;4,965;17;1;32131000;
6109;;TINTA PARA ARGOX PRETA 110MMX91M PREMIUM;UN;0;0;0;17;1;48211000;
2418;7896509974903;TINTURA CABELO BEAUTYCOLOR 1.0 PRETO ONIX;UN;18,99;0;10,7533;25;7;33059000;
12759;7896509970356;TINTURA CABELO BEAUTYCOLOR 11.11 LOUROS PRATINADOS;UN;18,99;0;0;25;7;33059000;
8816;7896509970349;TINTURA CABELO BEAUTYCOLOR 12.11 LOUROS PLATINADOS;UN;18,99;0;9,99;25;7;33059000;
2437;7896509970332;TINTURA CABELO BEAUTYCOLOR 12.112 LOURO CLARISSIMO EX CINZA;UN;18,99;0;0;25;7;33059000;
2421;7896509954943;TINTURA CABELO BEAUTYCOLOR 2.0 PRETO;UN;18,99;0;10,7533;25;7;33059000;
5322;7896509954950;TINTURA CABELO BEAUTYCOLOR 2.11 PRETO AZULADO;UN;18,99;0;10,7533;25;7;33059000;
2423;7896509954967;TINTURA CABELO BEAUTYCOLOR 3.0 CASTANHO ESCURO;UN;18,99;-1;9,99;25;7;33059000;
12760;7896509954974;TINTURA CABELO BEAUTYCOLOR 3.66 CASTANHO PURPURA;UN;18,99;0;0;25;7;33059000;
2419;7896509954981;TINTURA CABELO BEAUTYCOLOR 4.0 CASTANHO NATURAL;UN;18,99;-1;9,99;25;7;33059000;
2433;7896509955025;TINTURA CABELO BEAUTYCOLOR 5.0 CASTANHO CLARO;UN;18,99;-1;10,7633;25;7;33059000;
13017;7896509972138;TINTURA CABELO BEAUTYCOLOR 5.0 CASTANHO CLARO VEGANO;UN;11,39;-2;0;25;7;33059000;
2438;7896509974910;TINTURA CABELO BEAUTYCOLOR 5.5 CASTANHO ACAJU;UN;18,99;0;0;25;7;33059000;
13053;7896509975443;TINTURA CABELO BEAUTYCOLOR 5.5 PRETO ONIX;UN;11,99;-2;0;25;7;33059000;
2434;7896509955087;TINTURA CABELO BEAUTYCOLOR 5.7 CHOCOLATE CAFE;UN;18,99;-1;9,7033;25;7;33059000;
2436;7896509955100;TINTURA CABELO BEAUTYCOLOR 6.0 LOURO ESCURO;UN;18,99;0;10,1633;25;7;33059000;
2424;7896509955117;TINTURA CABELO BEAUTYCOLOR 6.1 LOURO ESCURO ACINZENTADO;UN;18,99;0;0;25;7;33059000;
9730;7896509955124;TINTURA CABELO BEAUTYCOLOR 6.34 CHOCOLATE;UN;18,99;0;9,6333;25;7;33059000;
2439;7896509975726;TINTURA CABELO BEAUTYCOLOR 6.36 CHOCOLATE MAUVE;UN;18,99;0;11,25;25;7;33059000;
2426;7896509955209;TINTURA CABELO BEAUTYCOLOR 7.0 LOURO NATURAL;UN;18,99;0;9,99;25;7;33059000;
2430;7896509955216;TINTURA CABELO BEAUTYCOLOR 7.1 LOURO NATURAL ACINZENTADO;UN;18,99;0;0;25;7;33059000;
2431;7896509955018;TINTURA CABELO BEAUTYCOLOR 7.66 VERMELHO PROFUNDO;UN;18,99;0;0;25;7;33059000;
2429;7896509973708;TINTURA CABELO BEAUTYCOLOR 76.44 RUIVO ABSOLUTO;UN;18,99;-1;0;25;7;33059000;
2427;7896509955285;TINTURA CABELO BEAUTYCOLOR 8.0 LOURO CLARO;UN;18,99;0;9,99;25;7;33059000;
9408;7896509955292;TINTURA CABELO BEAUTYCOLOR 8.1 LOURO CLARO;UN;18,99;0;11,25;25;7;33059000;
12986;7896509972091;TINTURA CABELO BEAUTYCOLOR CASTANHO ESCURO;UN;11,39;-2;0;25;7;33059000;
12987;7896509972114;TINTURA CABELO BEAUTYCOLOR CASTANHO MEDIO;UN;11,39;-1;0;25;7;33059000;
11002;7899884214923;TINTURA CABELO ISACARE 11.21 LOURO PLATINADO;UN;13,99;0;0;25;7;33059000;
7486;7899884214862;TINTURA CABELO ISACARE 3.66 CASTANHO ESCURO;UN;13,99;0;0;25;7;33059000;
8997;7899884214909;TINTURA CABELO ISACARE 8.4 CREME;UN;13,99;0;0;25;7;33059000;
12015;7896014183043;TINTURA CABELO LOREAL CASTING SEM AMONIA 200 PRETO;UN;42,99;0;28,52;25;7;33059000;
12014;7896000705952;TINTURA CABELO NIELY COR E TON 2.0 PRETO;UN;19,99;0;12,77;25;7;33059000;
12110;7908615062372;TINTURA CABELO NIELY COR E TON SEM AMONIA 2.0 PRETO;UN;29,99;0;16,01;25;7;33059000;
12111;7908615062396;TINTURA CABELO NIELY COR E TON SEM AMONIA 3.0 CASTANHO ESCURO;UN;29,99;-1;16,01;25;7;33059000;
12112;7908615062419;TINTURA CABELO NIELY COR E TON SEM AMONIA 4.0 CASTANHO MEDIO;UN;29,99;0;16,01;25;7;33059000;
6915;7899712701991;TIRA CHINELO ZANETTI 33/34 PRETO;UN;5;0;2,65;17;1;64022000;
6916;7899712701687;TIRA CHINELO ZANETTI 35/36 AZUL ROYAL;UN;5;0;2,65;17;1;64022000;
6917;7899712702004;TIRA CHINELO ZANETTI 35/36 PRETO;UN;5;0;2,65;17;1;64022000;
6918;7899712701694;TIRA CHINELO ZANETTI 37/38 AZUL ROYAL;UN;5;0;2,65;17;1;64022000;
6919;7899712701939;TIRA CHINELO ZANETTI 37/38 PRETO;UN;5;0;2,65;17;1;64022000;
6920;7899712701700;TIRA CHINELO ZANETTI 39/40 AZUL ROYAL;UN;5;0;2,65;17;1;64022000;
6921;7898233104014;TIRA CHINELO ZANETTI 39/40 PRETO;UN;5;0;2,65;17;1;64022000;
6922;7898233104021;TIRA CHINELO ZANETTI 41/42 PRETO;UN;5;0;2,65;17;1;64022000;
6923;7898233104038;TIRA CHINELO ZANETTI 43/44 PRETO;UN;5;0;2,65;17;1;64022000;
7734;7898091161099;TIRA MANCHAS BIANCOLL PO 500G SEM CLORO;UN;36,5;0;24,99;17;1;34025000;
8246;7891150067899;TIRA MANCHAS BRILHANTE 2L SEM CLORO;UN;31,99;0;22,6833;17;1;38089419;
10819;7891035024399;TIRA MANCHAS FINISH PO 450G ADVANCED WHITE;UN;24,99;0;0;17;1;34025000;
12645;7896404606718;TIRA MANCHAS GIRANDO SOL 2L SEM CLORO;UN;11,99;-1;0;17;1;38089419;
7697;7898058595516;TIRA MANCHAS GUIMARAES LIQUIDO 2L;UN;18,99;0;16,99;17;1;34025000;
13225;7891150065734;TIRA MANCHAS OMO ULTRA ESPUMA 135ML;UN;24,9;3;17,79;17;1;34025000;
10468;7896345505620;TIRA MANCHAS QLAR PO 1KG OXIBLEACH;UN;44,99;0;29,4;17;1;28322000;
10467;7896345505385;TIRA MANCHAS QLAR PO 450G OXIBLEACH;UN;21,99;0;14,56;17;1;28322000;
1609;7891035040191;TIRA MANCHAS VANISH BARRA 75G SEM CLORO;UN;8,99;0;5,03;17;1;34025000;
1608;7891035040269;TIRA MANCHAS VANISH BARRA 75G WHITE;UN;8,99;0;5,03;17;1;34025000;
1601;7891035040504;TIRA MANCHAS VANISH LIQUIDO 1,5L SEM CLORO;UN;35,99;0;0;17;1;34025000;
1600;7891035040412;TIRA MANCHAS VANISH LIQUIDO 1,5L WHITE;UN;35,99;0;24,9;17;1;34025000;
1602;7891035041006;TIRA MANCHAS VANISH LIQUIDO REFIL 500ML SEM CLORO;UN;12,49;0;7,69;17;1;34025000;
1603;7891035040436;TIRA MANCHAS VANISH LIQUIDO REFIL 500ML WHITE;UN;12,49;0;7,72;17;1;34025000;
10821;7891035001451;TIRA MANCHAS VANISH PO 240G SEM CLORO;UN;13,99;0;0;17;1;34025000;
1604;7891035040702;TIRA MANCHAS VANISH PO 450G SEM CLORO;UN;32,99;0;17,62;17;1;34025000;
1605;7891035050602;TIRA MANCHAS VANISH PO 450G WHITE;UN;32,99;0;0;17;1;34025000;
1606;7891035051272;TIRA MANCHAS VANISH PO REFIL 400G SEM CLORO;UN;22,79;0;15,23;17;1;34025000;
1607;7891035051265;TIRA MANCHAS VANISH PO REFIL 400G WHITE;UN;22,79;0;15,23;17;1;34025000;
12354;7896295335209;TIRINHAS DE FRANGO EMPANADA C VALE 1KG FRANGO;UN;20,39;0;0;17;1;16023230;
12962;7896419725343;TIRINHAS DE FRANGO EMPANADA LAR 700G  FRANGO;UN;14,99;-9;0;17;1;16023230;
3361;7909202707560;TOALHA BANHO ALTENBURG 70 X 1,40M CINZA STORM;UN;58,99;0;0;17;1;63029100;
6426;7898919083251;TOALHA BANHO BELMONDI 40 X 60CM FAVO;UN;4,99;-1;2,59;17;1;63029100;
6425;7898919083244;TOALHA BANHO BELMONDI 60 X 90CM FAVO;UN;7,99;0;4,99;17;1;63029100;
9619;7893289000686;TOALHA BANHO BRUNS 60 X 105 LISTRADA;UN;7,99;0;0;17;1;63026000;
9577;7898970224488;TOALHA BANHO EZARRO 70 X 1.40M GREMIO;UN;84,99;0;59,9;17;1;63026000;
9578;7898970224549;TOALHA BANHO EZARRO 70 X 1.40M INTERNACIONAL;UN;84,99;0;59,9;17;1;63026000;
3349;7898917304822;TOALHA BANHO GROH 70 X 135 ACAI;UN;34,99;0;0;17;1;63026000;
3347;7898917304853;TOALHA BANHO GROH 70 X 135 MARROM;UN;34,99;0;0;17;1;63026000;
3350;7898917304846;TOALHA BANHO GROH 70 X 135 MINTI;UN;34,99;0;0;17;1;63026000;
3345;7898917304808;TOALHA BANHO GROH 70 X 135 PEROLA;UN;34,99;0;0;17;1;63026000;
3346;7898917304839;TOALHA BANHO GROH 70 X 135 PETROLEO;UN;34,99;0;0;17;1;63026000;
3348;7898917304815;TOALHA BANHO GROH 70 X 135 ROSA;UN;34,99;0;0;17;1;63026000;
9620;7898432801004;TOALHA BANHO LMPETER 75 X 120 CRIATIVA;UN;39,99;0;0;17;1;63026000;
3362;7898332272201;TOALHA BANHO OLINDA 68 X 1,25M CORES;UN;42,99;0;0;17;1;63029100;
3358;7898332273123;TOALHA BANHO OLINDA 68 X 1,40M CREATIVE;UN;50,5;0;0;17;1;63026000;
3354;7898332270894;TOALHA BANHO OLINDA 70 X 1,30M CORES;UN;38,99;0;0;17;1;63026000;
13043;7898919084814;TOALHA BANHO OLINDA 70Z1,40M CORES;UN;49,9;0;0;17;1;63029100;
9581;7898938032032;TOALHA BANHO REISTIN 1.30 X 65 CLASSICA;UN;36,99;0;20,7233;17;1;63026000;
9580;7898938032391;TOALHA BANHO REISTIN 1.30 X 65 ESMERALDA;UN;36,99;0;17,128;17;1;63026000;
9582;7898938032230;TOALHA BANHO REISTIN 1.30 X 65 TRANSFER;UN;36,99;0;21,9842;17;1;63026000;
6371;7896104992340;TOALHA PAPEL BIANCO 2UND 100 TOALHAS 19CM X 20.5CM;UN;4,99;20;3,1825;17;1;48189090;
8160;7896089404852;TOALHA PAPEL BOB 2UND 100 TOALHAS 22CM X 20CM;UN;9,99;0;6,5;17;1;48189090;
9717;7896089404708;TOALHA PAPEL CLARYS 2 UND 100 TOALHAS 22CM X 20CM;UN;5,49;0;3,45;17;1;48189090;
7176;;TOALHA PAPEL DELLY VIDEPEL 1 UND;UN;0;0;15,9;17;1;48182000;
3237;7898043364851;TOALHA PAPEL FOLHA LEV 2UND 100 TOALHAS 20,5CM X 19CM;UN;4,29;-6;2,8;17;1;48189090;
12918;7898103180179;TOALHA PAPEL INTERFOLHAS  20CMX20CM;UN;16,49;0;0;17;1;48189090;
11046;7898607900464;TOALHA PAPEL LICE 1000 UND;UN;27,99;0;16,9;17;1;48189090;
7424;7896026801331;TOALHA PAPEL MAXIM 1UND 200 TOALHAS 20,5CM X 19CM;UN;9,99;0;5,55;17;1;48189090;
3236;7896026844901;TOALHA PAPEL MAXIM 2UND 120 TOALHAS 20,5CM X 19CM;UN;5,5;0;3,79;17;1;48189090;
12801;7896104992487;TOALHA PAPEL MILI 1UND 200 TOALHAS 19CM X 20,5CM;UN;8,99;21;5,515;17;1;48189090;
6372;7896104998724;TOALHA PAPEL MILI 2UND 110 TOALHAS 20CM X 22CM;UN;5,99;2;11,475;17;1;48189090;
13376;7896104992937;TOALHA PAPEL MILI 600 FOLHAS;UN;24,99;24;5,515;17;1;48189090;
12800;7899853806395;TOALHA PAPEL NATUREZA 2UND 100 TOALHAS 19,3CM X 19CM;UN;3,99;-4;0;17;1;48189090;
7441;7896110012155;TOALHA PAPEL SNOB 2UND 120 TOALHAS 19CM X 20CM;UN;6,99;6;4,1433;17;1;48189090;
10828;7896053470067;TOALHA PAPEL SORELLA 2UND 110 TOALHAS 19CM X 22CM ABSOLUTE;UN;6,79;0;4,09;17;1;48189090;
3235;7896026800754;TOALHA PAPEL STYLUS MAXIM 2UND 50 TOALHAS 20,5CM X 19CM;UN;7,49;0;3,325;17;1;48189090;
9345;7898103180292;TOALHA PAPEL VIRTUS 1000UND;UN;26,99;0;17,67;17;1;48183000;
3370;7893289000723;TOALHA PISO BRUNS 42 X 65 CORES;UN;9,99;0;0;17;1;63026000;
3363;7898332273109;TOALHA PISO OLINDA 40 X 50 CORES;UN;16,5;0;0;17;1;63029100;
3366;7909202505180;TOALHA ROSTO ALTENBURG 50 X 80 AZUL STELLAR;UN;29,99;0;0;17;1;63029100;
3365;7909202505197;TOALHA ROSTO ALTENBURG 50 X 80 BEGE TRAVERTINE;UN;29,99;0;0;17;1;63029100;
3364;7909202505166;TOALHA ROSTO ALTENBURG 50 X 80 ROSA MAUVE;UN;29,99;0;0;17;1;63029100;
3367;7898332272218;TOALHA ROSTO OLINDA 50 X 66 CORES;UN;18,99;0;0;17;1;63029100;
9007;7898332273130;TOALHA ROSTO OLINDA 50 X 75;UN;18,99;0;0;17;1;63029100;
11452;7898938032049;TOALHA ROSTO REISTIN 70 X 45 CLASSICA;UN;16,99;0;9,3;17;1;63026000;
9579;7898938032377;TOALHA ROSTO REISTIN 70 X 45CM;UN;12,99;0;8,5633;17;1;63026000;
3369;7898915155006;TOALHA ROSTO TECELAGEM IRACEMA 40 X 60;UN;5,5;0;0;17;1;63029100;
3337;7898172345271;TOALHA UMEDECIDA ANJINHO 100 UND DERMOPROTETORA;UN;17,99;0;10,35;17;7;34011190;
10261;7898172343208;TOALHA UMEDECIDA ANJINHO 100 UND HIPOALERGICAS LP;UN;8,99;0;5,98;17;7;34011190;
3336;7898172343222;TOALHA UMEDECIDA ANJINHO 120 UND HIPOALERGICAS LP;UN;12,99;-3;5,89;17;7;34011190;
3334;7898172341822;TOALHA UMEDECIDA ANJINHO 50 UND AZUL;UN;7,99;0;0;17;7;34011190;
3333;7898172342065;TOALHA UMEDECIDA ANJINHO 50 UND CONFORT;UN;7,99;0;0;17;7;34011190;
3335;7898172341815;TOALHA UMEDECIDA ANJINHO 50 UND ROSA;UN;7,99;0;0;17;7;34011190;
12775;7898677380791;TOALHA UMEDECIDA BABY BYN 100 UND LP;UN;15,99;0;0;17;7;34011190;
5074;7898620011970;TOALHA UMEDECIDA BABY FREE 120 UND PLUS;UN;11,99;0;6,5083;17;7;34011190;
5119;7898620011963;TOALHA UMEDECIDA BABY FREE 60 UND PLUS;UN;5,99;0;3,9079;17;7;34011190;
7382;7898677380906;TOALHA UMEDECIDA ESTRELINHAS 120 UND LP;UN;9,99;0;6,9896;17;7;34011190;
3343;7898655097772;TOALHA UMEDECIDA FELIZ INFANCIA 144 UND TRADICIONAL;UN;11,99;0;0;17;7;34011190;
5072;7896018704824;TOALHA UMEDECIDA HUGGIES 32 UND TRIPLA PROTECAO;UN;9,99;0;0;17;7;34011190;
10625;7896018704848;TOALHA UMEDECIDA HUGGIES 88 UND HIGIENE DIARIA;UN;14,99;0;8,37;17;7;34011190;
3353;7908032300095;TOALHA UMEDECIDA ISABABY 100 UND RELAXING;UN;15,99;0;0;17;7;34011190;
3340;7898939210286;TOALHA UMEDECIDA ISABABY 50 UND ZOO;UN;4,99;0;0;17;7;34011190;
3341;7908032300569;TOALHA UMEDECIDA ISABABY 96 UND HIDRATACAO LP;UN;13,99;0;8,7167;17;7;34011190;
5071;7891010247324;TOALHA UMEDECIDA JOHNSONS 44 UND;UN;19,99;0;0;25;1;34011190;
3338;7898959897283;TOALHA UMEDECIDA MEU BEBE 100 UND SOFT;UN;10,99;0;6,99;17;7;34011190;
3339;7898959897238;TOALHA UMEDECIDA MEU BEBE 100 UND ULTRA;UN;13,49;-2;8,99;17;7;34011190;
3351;7896104992432;TOALHA UMEDECIDA MILI 100 UND HIPOALERGICO;UN;11,99;0;6,9192;17;7;34011190;
